131	0.0000	1
130	0.0000	1
137	0.0000	2
135	0.0000	1
22	0.0000	2
23	0.0000	1
161	0.0000	1
4	0.0000	4
8	0.0000	1
163	0.0000	2
124	0.0000	4
55	0.0000	1
54	0.0000	1
51	0.0000	1
50	0.0000	2
53	0.0000	2
112	0.0000	6
177	0.0000	3
33	0.0000	11
32	0.0000	9
37	0.0000	2
35	0.0000	3
34	0.0000	3
62	0.0000	3
63	0.0000	2
64	0.0000	2
68	0.0000	2
173	0.0000	2
171	0.0000	3
170	0.0000	1
183	0.0000	3
6	0.0000	1
117	0.0000	2
155	0.0000	1
154	0.0000	1
48	0.0000	3
49	0.0000	1
46	0.0000	1
9	0.0000	1
145	0.0000	1
141	0.0000	1
74	0.0000	2
73	0.0000	2
72	0.0000	4
71	0.0000	1
31	0.0526	19
91	0.0833	12
30	0.1471	34
96	0.1538	13
7	0.1667	6
185	0.1944	36
133	0.2000	5
144	0.2000	5
110	0.2500	4
66	0.2500	4
189	0.2500	4
106	0.3125	16
134	0.3333	3
126	0.3333	3
129	0.3333	3
109	0.3333	3
2	0.3333	3
186	0.3333	3
176	0.4000	5
153	0.4000	5
88	0.4286	7
45	0.4615	13
127	0.5000	2
164	0.5000	4
190	0.5000	4
115	0.5000	8
84	0.5000	4
104	0.5000	6
60	0.5000	6
97	0.5000	14
13	0.5000	2
12	0.5000	2
15	0.5000	4
116	0.5000	6
159	0.5000	6
26	0.5556	9
100	0.5556	9
111	0.5714	14
132	0.6000	5
128	0.6250	8
89	0.6667	12
3	0.6667	3
103	0.6667	6
101	0.6667	3
175	0.6667	3
1	0.6875	32
146	0.6875	16
165	0.7143	7
25	0.7143	7
108	0.7143	7
95	0.7222	18
61	0.7500	4
150	0.7500	4
123	0.8000	5
65	0.8333	6
172	0.8421	38
152	0.8491	53
90	0.8500	60
24	0.8529	34
0	0.8693	750
80	0.9130	23
86	0.9231	13
94	0.9455	220
149	0.9661	59
193	0.9697	33
114	0.9912	113
136	1.0000	2
139	1.0000	12
166	1.0000	2
27	1.0000	6
21	1.0000	2
160	1.0000	4
28	1.0000	8
29	1.0000	3
120	1.0000	6
121	1.0000	23
122	1.0000	3
125	1.0000	13
56	1.0000	1
52	1.0000	1
179	1.0000	3
191	1.0000	4
192	1.0000	1
113	1.0000	9
83	1.0000	20
81	1.0000	34
118	1.0000	2
85	1.0000	10
102	1.0000	3
107	1.0000	1
105	1.0000	9
39	1.0000	1
36	1.0000	1
178	1.0000	2
69	1.0000	1
174	1.0000	3
181	1.0000	3
182	1.0000	7
187	1.0000	44
184	1.0000	4
188	1.0000	13
99	1.0000	3
98	1.0000	3
169	1.0000	1
93	1.0000	12
92	1.0000	4
14	1.0000	4
16	1.0000	12
151	1.0000	6
157	1.0000	9
156	1.0000	3
158	1.0000	1
119	1.0000	3
42	1.0000	1
43	1.0000	1
40	1.0000	28
147	1.0000	11
148	1.0000	13
77	1.0000	2
76	1.0000	2
75	1.0000	1
70	1.0000	1
