137	0.0000	2
135	0.0000	1
166	0.0000	1
22	0.0000	1
4	0.0000	2
8	0.0000	1
163	0.0000	3
59	0.0000	2
58	0.0000	2
55	0.0000	1
54	0.0000	1
51	0.0000	1
50	0.0000	1
53	0.0000	2
179	0.0000	1
33	0.0000	14
32	0.0000	8
35	0.0000	3
34	0.0000	4
67	0.0000	1
68	0.0000	1
173	0.0000	3
171	0.0000	1
170	0.0000	1
183	0.0000	3
2	0.0000	2
162	0.0000	2
184	0.0000	1
6	0.0000	1
189	0.0000	4
168	0.0000	1
169	0.0000	2
10	0.0000	1
154	0.0000	1
48	0.0000	2
49	0.0000	1
41	0.0000	2
5	0.0000	1
9	0.0000	2
177	0.0000	4
77	0.0000	4
74	0.0000	1
73	0.0000	2
71	0.0000	2
31	0.0714	14
185	0.0943	53
164	0.1111	9
112	0.1429	7
30	0.1714	35
128	0.2222	9
91	0.2222	9
88	0.2500	8
109	0.2500	4
153	0.2500	4
115	0.3000	10
133	0.3333	12
110	0.3333	3
103	0.3333	3
176	0.3333	3
63	0.3333	3
15	0.3333	3
97	0.4000	15
46	0.4000	5
104	0.4444	9
45	0.4615	13
134	0.5000	2
26	0.5000	6
129	0.5000	2
102	0.5000	4
106	0.5000	12
180	0.5000	2
96	0.5000	8
14	0.5000	4
76	0.5000	2
75	0.5000	2
72	0.5000	2
89	0.5294	17
139	0.5455	11
95	0.5556	27
61	0.5714	7
132	0.6000	5
25	0.6000	5
127	0.6000	5
60	0.6000	5
175	0.6000	5
111	0.6250	16
1	0.6333	30
146	0.6500	20
126	0.6667	3
100	0.6667	3
64	0.6667	3
65	0.6667	3
92	0.6667	3
156	0.6667	3
119	0.6667	3
165	0.7143	7
151	0.7273	11
116	0.7500	4
159	0.7500	4
24	0.7812	32
29	0.8000	5
124	0.8000	5
191	0.8000	5
7	0.8000	5
181	0.8000	5
108	0.8182	11
152	0.8261	46
86	0.8400	25
172	0.8605	43
0	0.8646	746
80	0.8788	33
90	0.8814	59
105	0.8889	9
149	0.8966	58
113	0.9091	11
188	0.9412	17
187	0.9608	51
94	0.9659	205
193	0.9714	35
114	0.9914	116
130	1.0000	1
27	1.0000	3
21	1.0000	1
160	1.0000	4
28	1.0000	8
161	1.0000	1
120	1.0000	4
121	1.0000	17
122	1.0000	3
123	1.0000	5
125	1.0000	13
118	1.0000	2
178	1.0000	4
190	1.0000	2
192	1.0000	2
82	1.0000	4
83	1.0000	17
81	1.0000	35
87	1.0000	2
84	1.0000	4
85	1.0000	7
3	1.0000	2
101	1.0000	4
107	1.0000	3
39	1.0000	1
66	1.0000	1
69	1.0000	3
174	1.0000	1
182	1.0000	6
186	1.0000	1
99	1.0000	1
98	1.0000	2
93	1.0000	10
13	1.0000	2
12	1.0000	1
17	1.0000	1
16	1.0000	17
150	1.0000	4
157	1.0000	8
158	1.0000	3
40	1.0000	26
147	1.0000	7
144	1.0000	1
148	1.0000	7
70	1.0000	1
