1	0.78535
2	0.78835
3	0.78792
4	0.78449
5	0.76992
6	0.77592
7	0.77249
8	0.76735
9	0.76135
10	0.75793
11	0.75450
12	0.75021
13	0.74207
14	0.74464
15	0.73865
16	0.73393
17	0.73093
18	0.72579
19	0.72065
20	0.72108
21	0.72022
22	0.71680
23	0.71594
24	0.71123
25	0.70908
26	0.70566
27	0.70009
28	0.69794
29	0.69580
30	0.69666
31	0.69109
32	0.68680
33	0.68595
34	0.68680
35	0.68680
36	0.68638
37	0.68123
38	0.67952
39	0.67823
40	0.67266
41	0.67138
42	0.67138
43	0.66795
44	0.66410
45	0.65895
46	0.65638
47	0.65210
48	0.64824
49	0.64482
50	0.64053
