133	0.0000	4
131	0.0000	1
130	0.0000	2
137	0.0000	2
135	0.0000	1
134	0.0000	3
166	0.0000	2
23	0.0000	1
161	0.0000	1
4	0.0000	3
8	0.0000	2
58	0.0000	2
55	0.0000	1
54	0.0000	1
51	0.0000	1
192	0.0000	2
110	0.0000	2
112	0.0000	6
101	0.0000	6
104	0.0000	5
33	0.0000	18
35	0.0000	3
34	0.0000	4
61	0.0000	2
62	0.0000	6
63	0.0000	2
64	0.0000	4
179	0.0000	1
175	0.0000	1
173	0.0000	1
171	0.0000	2
170	0.0000	2
183	0.0000	1
184	0.0000	2
189	0.0000	6
96	0.0000	9
12	0.0000	1
19	0.0000	1
18	0.0000	1
48	0.0000	3
47	0.0000	2
5	0.0000	1
9	0.0000	1
144	0.0000	4
143	0.0000	1
77	0.0000	1
76	0.0000	1
74	0.0000	1
71	0.0000	3
70	0.0000	1
79	0.0000	1
97	0.0667	15
30	0.0682	44
31	0.0870	23
91	0.1111	9
32	0.1250	8
185	0.1591	44
46	0.1667	6
124	0.2000	5
103	0.2000	5
60	0.2000	5
126	0.2500	4
127	0.2500	8
109	0.2500	4
100	0.2500	8
107	0.2500	4
99	0.2500	4
177	0.2500	4
165	0.3333	6
21	0.3333	3
129	0.3333	3
84	0.3333	9
123	0.3750	8
128	0.3750	8
164	0.4000	5
88	0.4000	5
45	0.4000	15
7	0.4286	7
24	0.4483	29
95	0.4583	24
136	0.5000	2
25	0.5000	6
26	0.5000	6
190	0.5000	2
115	0.5000	8
176	0.5000	2
68	0.5000	2
181	0.5000	2
15	0.5000	4
116	0.5000	2
151	0.5000	8
153	0.5000	4
156	0.5000	2
49	0.5000	2
106	0.5385	13
89	0.5714	21
160	0.6000	5
149	0.6167	60
65	0.6364	11
108	0.6667	9
105	0.6667	6
178	0.6667	3
2	0.6667	3
93	0.6667	6
14	0.6667	3
17	0.6667	3
159	0.6667	3
118	0.6667	3
75	0.6667	3
1	0.7143	21
172	0.7188	32
80	0.7308	26
122	0.7500	4
182	0.7500	8
150	0.7500	4
188	0.7692	13
146	0.7895	19
191	0.8000	5
111	0.8000	10
113	0.8000	10
174	0.8000	5
152	0.8070	57
0	0.8315	736
90	0.8387	62
139	0.8462	13
147	0.9091	11
193	0.9524	42
114	0.9609	128
94	0.9612	206
81	0.9756	41
187	0.9767	43
132	1.0000	3
138	1.0000	3
27	1.0000	4
28	1.0000	8
29	1.0000	4
119	1.0000	3
120	1.0000	5
121	1.0000	16
125	1.0000	10
57	1.0000	1
52	1.0000	1
82	1.0000	4
83	1.0000	16
86	1.0000	15
87	1.0000	2
85	1.0000	7
3	1.0000	1
102	1.0000	2
69	1.0000	2
180	1.0000	1
186	1.0000	3
98	1.0000	3
169	1.0000	1
92	1.0000	3
13	1.0000	1
16	1.0000	10
157	1.0000	9
158	1.0000	2
42	1.0000	1
40	1.0000	30
148	1.0000	8
72	1.0000	1
